propretyId,propretyBookingId,guestGender,guestBirthDate,adults,children,babies,doubleBeds,singleBeds,startDate,endDate,Location
7156277723,0408904348,Female,1963-08-12,4,1,2,3,1,2022-01-24,2022-04-17,GR
3018402537,4374582924,Male,1968-05-03,7,3,0,1,2,2022-02-20,2022-08-07,MX
7952235362,5893414071,Female,1970-09-23,3,2,3,2,4,2022-02-01,2022-07-07,ID
8194049709,3194926853,Female,1989-07-28,0,3,0,1,1,2022-01-27,2022-07-27,AZ
6966311510,9347932132,Female,1954-11-30,1,4,0,2,4,2022-01-23,2022-05-11,CN
0848923944,3751842039,Female,1962-02-12,2,5,3,1,2,2022-01-29,2022-04-19,BR
9791949050,1724747908,Female,1963-11-27,0,4,1,0,5,2022-01-22,2022-06-17,UZ
8746780408,8199178078,Male,1976-01-17,1,5,4,3,5,2022-01-20,2022-04-24,IT
7557873955,5776607353,Male,1984-08-04,2,3,4,3,5,2022-02-17,2022-04-14,CL
0796747873,7554243462,Female,1985-09-19,1,3,4,3,3,2022-02-21,2022-08-18,CN
5736119145,1540019497,Male,1996-07-09,8,0,0,3,2,2022-02-20,2022-05-15,CN
6123694472,3224085096,Female,1961-04-16,9,3,0,2,5,2022-02-08,2022-04-03,PE
2573687473,6042592335,Female,1969-05-07,0,4,5,0,2,2022-01-26,2022-04-03,CN
7129024933,6132888926,Male,1991-08-15,0,0,3,2,0,2022-02-09,2022-07-29,JP
1459917111,7998930152,Male,1955-11-16,0,3,3,3,3,2022-01-24,2022-04-20,CN
1747224111,3768642143,Female,1993-10-19,1,4,3,2,2,2022-01-29,2022-07-22,EC
8757158398,5312602620,Female,1997-11-19,9,5,1,1,2,2022-02-22,2022-06-16,PH
0302384170,8426365825,Male,1975-02-08,10,2,0,2,3,2022-02-11,2022-07-05,ID
0401480364,4506517776,Male,1959-04-16,2,0,5,3,4,2022-02-21,2022-07-13,TD
8261587185,5865401467,Female,1955-04-21,10,4,3,0,2,2022-01-21,2022-05-08,PH
8459638871,3131113499,Male,1993-11-03,8,3,4,1,0,2022-01-21,2022-04-13,UA
7598253609,5783828513,Male,1996-01-08,5,3,3,2,5,2022-01-27,2022-04-03,AM
6722085309,5541184754,Male,1977-10-31,3,4,4,1,4,2022-02-22,2022-08-09,CN
4339636975,2171578599,Male,1959-08-17,9,2,0,3,2,2022-02-10,2022-06-03,HN
7644775943,8639814058,Female,1959-06-24,3,1,0,3,2,2022-02-22,2022-07-03,PH
7887220319,4946182209,Male,1951-07-03,4,1,3,2,3,2022-02-20,2022-06-12,MK
7732413172,6333160970,Female,1964-08-05,6,4,5,3,0,2022-02-18,2022-06-03,ID
6233494524,7772741472,Female,1962-10-17,10,0,2,0,5,2022-01-25,2022-06-07,CN
5168281044,9198747703,Female,1953-08-04,10,3,5,0,1,2022-01-21,2022-04-10,GR
6896948116,3606351194,Female,1985-05-23,3,3,4,2,1,2022-01-28,2022-07-23,CL
8302424129,0065228634,Female,1977-10-17,6,4,2,0,3,2022-02-09,2022-06-04,ID
0300198159,0251968405,Female,1996-08-21,6,5,0,2,5,2022-01-20,2022-06-26,PL
8001411060,4107156540,Male,1960-07-18,7,4,1,1,2,2022-02-19,2022-06-26,ID
3323928458,6447821186,Female,1973-05-22,2,2,0,3,1,2022-02-02,2022-06-16,PL
5673321171,8498817072,Male,1976-07-23,4,0,2,3,0,2022-02-06,2022-07-05,AT
1109146116,8128966979,Male,1956-08-11,8,0,2,3,2,2022-01-23,2022-05-26,AR
1302892711,4998324462,Male,1959-06-10,8,3,1,0,5,2022-02-18,2022-08-07,CN
8795347798,8155676773,Male,1990-09-11,5,0,3,2,4,2022-01-20,2022-04-25,ID
0192472836,8190127446,Female,1988-03-01,6,2,3,1,2,2022-02-21,2022-08-12,PE
4625412633,7717790157,Male,1980-01-31,0,2,5,3,3,2022-01-28,2022-07-29,CZ
4901122908,3677755379,Female,1997-06-23,3,0,5,2,3,2022-02-13,2022-05-01,US
7063015184,4806432350,Female,1992-01-30,1,2,2,1,0,2022-02-03,2022-05-24,RU
9856856922,7881810149,Male,1987-08-28,6,5,3,1,3,2022-01-21,2022-08-06,ID
3682931740,0286953595,Female,1973-07-02,9,2,4,0,0,2022-01-22,2022-08-13,CN
8829224162,0774109157,Male,1980-11-18,8,0,4,1,5,2022-02-22,2022-05-10,SY
2442086840,8160663846,Male,1997-01-18,0,0,0,2,0,2022-01-22,2022-07-15,CN
2503599370,8984732419,Male,1997-08-30,3,2,4,0,1,2022-01-25,2022-04-29,CN
5634398908,3122050617,Male,1974-06-20,1,0,4,2,2,2022-02-02,2022-04-08,PH
1679255061,2514684390,Female,1961-11-06,5,4,3,1,0,2022-02-02,2022-06-27,PH
0638819415,2000073905,Female,1962-05-24,10,2,5,2,4,2022-02-07,2022-04-11,AR
5002145051,6436068163,Female,1961-11-15,3,2,5,0,4,2022-02-15,2022-06-27,CN
7330877018,9562517772,Male,1997-07-21,4,2,2,2,1,2022-01-21,2022-06-28,TZ
4586891394,4465645953,Female,1977-11-12,4,5,5,2,5,2022-01-23,2022-06-25,GR
2110641762,6222846351,Male,1994-08-24,2,0,0,0,2,2022-02-17,2022-08-01,MX
1444848658,5093656054,Female,1966-04-03,8,2,5,0,3,2022-01-25,2022-06-01,EG
5649392692,5583280077,Female,1993-09-29,6,2,4,2,1,2022-02-13,2022-07-23,CN
1531671217,9172884444,Male,1985-07-23,4,3,1,1,5,2022-01-30,2022-06-11,AG
1297410920,2830730852,Male,1970-08-02,4,4,0,1,3,2022-02-16,2022-05-15,CN
3750606684,8567024579,Male,1960-08-06,10,2,2,1,3,2022-02-12,2022-06-10,VE
9707707658,9201594143,Male,1957-04-18,10,1,5,2,3,2022-02-07,2022-05-22,MA
6529338276,9012910595,Male,1966-09-23,4,0,5,0,4,2022-02-12,2022-05-29,BW
3250437298,6786589766,Male,1985-05-26,7,2,5,2,2,2022-01-29,2022-05-25,PH
5474452667,5196834273,Male,1980-06-20,10,1,4,1,1,2022-01-20,2022-06-23,ID
7552781394,1397931329,Female,1975-01-22,5,5,0,1,3,2022-01-29,2022-07-20,CN
4204207022,9473503784,Female,1974-05-02,5,3,5,2,5,2022-02-13,2022-06-25,CN
9824133550,2416034537,Male,1973-11-17,8,5,2,2,3,2022-02-13,2022-06-06,RU
8059247883,1151608785,Male,1981-05-03,5,3,3,0,4,2022-02-20,2022-04-12,CN
9501849481,2807005640,Male,1975-07-06,4,4,0,2,2,2022-01-20,2022-05-03,YE
0239874900,2467024202,Female,1968-10-05,6,3,3,3,5,2022-01-28,2022-07-23,CI
0574846557,3062777451,Male,1999-02-09,6,4,1,2,3,2022-02-06,2022-07-05,GR
6016996688,7941270102,Female,1988-06-25,1,4,5,2,1,2022-02-24,2022-07-01,PH
2177108985,2530378703,Female,2000-01-28,1,1,1,2,1,2022-02-08,2022-07-14,VE
5969837083,0483094927,Male,1954-12-08,6,1,3,1,2,2022-02-21,2022-05-24,JO
5585049240,2853271897,Male,1967-01-25,3,4,4,2,4,2022-02-03,2022-04-23,CN
0997526653,4812539838,Male,1973-09-10,3,4,1,2,0,2022-02-17,2022-04-30,ZA
4752394502,9424803362,Male,1978-02-03,9,0,5,2,3,2022-02-11,2022-07-30,PH
1592762476,3807168753,Female,1959-07-29,4,3,3,0,1,2022-02-12,2022-06-22,PL
0835903109,8178707535,Female,1950-08-14,1,5,1,2,5,2022-02-14,2022-06-14,BR
6099402500,2049513925,Male,1968-10-04,7,4,5,3,4,2022-01-20,2022-07-10,KR
0580554260,1182163297,Female,1956-04-26,8,3,0,3,1,2022-02-20,2022-07-06,AF
4040865782,8876867953,Male,1977-07-23,7,0,1,3,3,2022-01-23,2022-04-20,EG
7766940868,0944317383,Male,1971-01-17,2,3,2,1,1,2022-02-13,2022-07-02,FI
1499659407,6020525627,Female,1963-08-03,3,3,4,3,4,2022-01-27,2022-06-30,GN
9345971750,9845221092,Female,1971-10-10,5,5,2,2,5,2022-02-10,2022-06-17,SE
6014392289,4122716810,Female,1971-07-31,3,2,3,1,3,2022-02-16,2022-05-25,CO
0468859535,3976520640,Female,1982-03-26,2,1,3,1,5,2022-02-04,2022-05-26,IR
9089484590,3011473218,Male,1970-07-08,3,3,2,1,3,2022-02-17,2022-05-17,BR
4449310101,3389913904,Female,1959-03-01,7,1,0,3,2,2022-01-23,2022-06-07,PT
4307835247,6301426851,Female,1970-08-17,3,4,4,2,1,2022-01-26,2022-07-17,FR
6224877009,3835917331,Male,1955-12-20,4,5,5,1,2,2022-02-21,2022-08-02,CN
2828813916,3450938517,Female,1986-08-17,5,2,1,1,3,2022-02-08,2022-05-04,PT
2893787932,6153013120,Female,1965-11-10,8,4,4,0,4,2022-02-19,2022-05-11,TH
0491560524,3072186359,Male,1960-08-13,5,2,3,1,4,2022-02-07,2022-07-12,RU
9164784231,7696096613,Female,1950-10-14,6,3,2,2,2,2022-02-11,2022-04-13,PH
3229792807,0100547230,Female,1951-10-29,2,2,3,2,1,2022-02-14,2022-07-14,ZA
3880833796,4416938594,Female,1966-08-15,5,2,4,0,1,2022-02-10,2022-05-07,BO
2128636442,5507273081,Male,1982-06-16,10,5,1,0,3,2022-02-10,2022-07-16,RU
8645866730,4655826223,Male,1970-09-30,7,4,3,3,3,2022-02-18,2022-08-02,PH
3209986304,3024809880,Female,1974-03-09,0,5,3,0,3,2022-02-03,2022-08-16,RS
2468473221,2306782490,Male,1982-07-30,4,0,4,2,2,2022-02-16,2022-05-03,PE
6967283065,6253209167,Male,1999-03-12,1,5,0,2,3,2022-01-28,2022-04-29,ID
6975699372,6840846113,Male,1958-09-16,8,5,5,0,1,2022-01-20,2022-04-04,HN
2470502977,0682636312,Male,1991-02-02,3,2,2,1,0,2022-02-03,2022-06-02,CN
4904442016,8987156532,Female,1960-07-13,7,0,1,2,2,2022-02-18,2022-04-12,RU
0588286184,1468685449,Male,1974-03-04,0,3,3,0,4,2022-02-12,2022-05-19,UA
9347286176,2911675142,Female,1986-08-24,1,0,5,0,4,2022-01-29,2022-05-08,PH
8152261254,6560612996,Female,1985-03-08,5,2,2,0,3,2022-02-09,2022-07-27,ZA
2816688801,9932856339,Male,1957-06-04,5,2,2,1,1,2022-01-20,2022-06-16,OM
2096947723,1750280221,Male,1993-05-06,9,1,1,0,5,2022-02-01,2022-05-08,PL
4082290982,5893261771,Male,1955-01-25,3,1,4,3,2,2022-02-20,2022-06-16,KE
8124316856,8671795071,Female,1957-05-29,2,3,3,3,0,2022-02-09,2022-04-16,GB
7153331999,0373114087,Male,1981-07-13,7,4,3,0,0,2022-01-22,2022-05-25,CN
3625608375,0213644789,Female,1957-05-11,6,4,4,3,1,2022-02-23,2022-07-09,SN
1503726266,4819095404,Female,1986-06-27,0,4,3,1,4,2022-02-10,2022-07-13,VN
4157189175,9786872711,Female,1991-01-26,9,0,2,2,0,2022-02-18,2022-07-07,UA
8483610426,1870639995,Male,1976-02-20,1,0,0,2,2,2022-02-21,2022-08-01,CN
4595517718,0554497395,Male,1966-04-07,10,0,5,3,2,2022-02-08,2022-04-15,FI
8508766254,2573587533,Female,1967-10-08,1,0,0,3,1,2022-02-18,2022-05-14,HR
1680459392,5583928689,Male,1991-04-26,3,2,3,3,5,2022-02-11,2022-04-19,VN
1156819695,7101999107,Male,1990-04-12,0,2,5,1,1,2022-02-23,2022-08-08,PA
5927559220,1791535178,Female,1978-03-29,2,4,4,0,1,2022-01-29,2022-07-10,CN
2365427839,5344827717,Male,1991-11-23,2,1,2,1,3,2022-01-28,2022-04-28,CN
3203757796,4579094018,Female,1982-01-24,5,4,3,1,0,2022-01-28,2022-04-18,BR
6363888638,6991663077,Male,1982-05-19,3,0,3,3,5,2022-01-27,2022-08-10,CN
1819537625,5287787359,Female,1966-07-02,5,2,1,1,3,2022-02-02,2022-04-26,VE
8208095486,9492185431,Female,1987-01-30,7,2,3,3,4,2022-02-07,2022-06-10,RU
2303347815,0055196853,Female,1954-03-10,4,3,1,0,4,2022-01-29,2022-05-10,GR
9225034628,6700549507,Male,1994-11-26,10,3,1,3,1,2022-02-11,2022-06-20,CN
0927986736,3722794196,Male,1979-03-02,4,1,5,0,1,2022-02-12,2022-08-05,CN
0399459073,0122714628,Male,1988-11-06,6,1,1,3,0,2022-02-20,2022-06-06,VN
3242333659,2215863323,Male,1955-03-21,7,4,3,1,4,2022-02-15,2022-08-17,PH
7701372679,3947558449,Female,1975-12-29,3,3,4,0,3,2022-02-22,2022-04-21,PH
8293853093,4830642874,Male,1953-12-26,5,0,5,3,1,2022-02-10,2022-07-27,CN
8815010610,3670388095,Female,1954-04-03,9,2,1,2,4,2022-02-10,2022-04-07,RU
0392477424,5829304910,Female,1981-10-08,7,5,0,3,1,2022-01-20,2022-07-03,CN
1146507143,0829525092,Male,1977-11-09,9,2,2,0,5,2022-01-29,2022-04-06,CN
1024366464,4440369014,Male,1983-09-25,9,1,1,0,1,2022-01-21,2022-04-12,PL
4663844138,3580765140,Female,1965-09-07,5,1,3,2,5,2022-02-10,2022-08-10,MX
4990537076,3554606553,Female,1999-02-11,3,1,5,0,3,2022-02-11,2022-07-11,BR
8955951000,1785366548,Female,1968-12-25,3,5,3,1,1,2022-02-12,2022-07-19,ID
4810202216,0727337521,Female,1996-01-29,3,0,5,1,5,2022-02-07,2022-05-18,RU
0073596426,5814954957,Female,1972-04-14,3,0,0,0,0,2022-01-27,2022-06-24,NG
9167323375,0040714837,Female,1957-05-28,2,1,2,1,5,2022-01-23,2022-04-16,BR
8212867633,6104988024,Male,1977-06-17,5,1,1,0,2,2022-01-27,2022-05-08,CN
5726402669,0267422601,Female,1967-06-22,8,3,4,0,5,2022-01-30,2022-04-14,SA
7754602970,7896661845,Female,1973-02-27,4,5,2,2,3,2022-02-12,2022-07-01,ID
7304462485,4268337709,Female,1990-02-18,6,4,5,2,4,2022-02-23,2022-07-20,CN
3837634949,3623358320,Female,1959-06-25,4,5,3,1,2,2022-02-18,2022-07-01,CN
9857895271,8737231049,Female,1954-01-12,2,4,5,1,5,2022-02-08,2022-06-26,CN
2168105332,9206763814,Male,1981-11-06,7,1,5,2,0,2022-01-20,2022-07-13,RU
2463969784,9768431091,Female,1962-01-26,1,0,2,1,3,2022-01-31,2022-04-19,AZ
7810351168,5882219558,Female,1960-02-06,2,3,5,2,5,2022-02-19,2022-05-12,CN
0489324363,1947643592,Male,1958-05-25,6,0,1,3,4,2022-02-15,2022-07-02,UY
4890157301,2932200445,Female,1990-08-31,8,1,4,0,3,2022-02-13,2022-07-03,US
5608269497,6386969650,Male,1976-02-04,2,0,3,0,2,2022-01-29,2022-07-15,ID
0420369260,9943872969,Male,1997-07-13,0,0,4,2,3,2022-01-25,2022-07-10,SR
1102860662,8075630424,Female,1990-07-26,8,3,1,1,5,2022-02-18,2022-08-16,CN
2596503573,9760292858,Female,1973-01-08,1,4,2,3,5,2022-02-15,2022-06-26,PL
2437922369,5369404305,Male,1956-08-17,0,2,2,1,4,2022-02-15,2022-05-01,ID
0816436452,6885346683,Male,1982-10-04,1,3,0,3,0,2022-02-22,2022-04-14,TH
3835663364,0606460276,Female,1982-03-18,7,0,4,2,3,2022-02-12,2022-08-03,PL
3418291740,6804946855,Male,1986-05-24,3,4,2,3,3,2022-01-21,2022-06-25,CN
0466429576,0929951999,Male,1956-05-21,7,5,5,1,4,2022-02-11,2022-05-28,ZA
8642426446,3430970563,Male,1958-11-28,4,1,2,2,5,2022-02-09,2022-06-19,ZA
4268974288,6905778796,Female,1969-12-25,10,4,1,0,4,2022-01-27,2022-04-26,MK
4014190668,8483787253,Male,1980-12-12,2,1,0,2,1,2022-02-24,2022-08-14,CN
4536134638,1201865832,Male,1970-12-16,10,2,5,3,0,2022-02-14,2022-05-05,CN
6887541432,8537949876,Male,1976-05-02,1,3,2,2,4,2022-02-23,2022-07-29,CN
8284948354,7979953509,Male,1984-12-19,3,2,4,0,5,2022-01-31,2022-05-03,JP
5344590598,7683066869,Female,1951-06-26,4,1,5,3,0,2022-02-23,2022-07-04,BR
0498622452,1374322865,Male,1977-07-08,7,3,4,1,3,2022-02-17,2022-08-18,EG
9553898807,6268432223,Male,1993-08-05,5,4,5,0,3,2022-02-03,2022-05-25,PL
8145734711,9529928300,Male,1970-06-04,3,5,5,1,2,2022-02-03,2022-06-08,SN
7322546938,1988915988,Female,1961-02-11,9,3,0,1,0,2022-02-14,2022-05-10,CL
6688277387,8226787289,Female,1980-10-02,0,3,5,3,1,2022-02-08,2022-06-02,CU
5794891432,7733351235,Male,1974-08-22,1,5,5,1,3,2022-02-07,2022-06-14,PK
3326195524,1866191748,Female,1956-05-30,4,4,2,0,4,2022-02-11,2022-05-15,EC
8315867873,7108154641,Male,1959-07-01,5,5,1,3,4,2022-01-26,2022-08-10,CN
3431510809,9939074018,Female,1994-02-18,0,1,1,0,5,2022-01-29,2022-08-08,HR
1322324522,4300629005,Male,1955-10-11,0,1,5,2,2,2022-02-16,2022-06-05,JP
4886591388,3460527110,Female,1983-09-03,7,3,4,1,4,2022-01-22,2022-05-24,NI
2486908854,9219907631,Male,1961-03-05,1,3,0,1,4,2022-02-02,2022-08-04,ID
9366191800,6536264096,Female,1986-05-23,0,0,3,3,0,2022-02-02,2022-05-03,RU
4112072848,6428659964,Female,1968-07-12,5,4,3,2,3,2022-02-16,2022-06-10,CN
2450305947,9138926083,Female,1965-03-31,3,1,1,3,1,2022-02-07,2022-06-21,SE
1103742949,2353417795,Male,1964-10-12,10,2,2,3,4,2022-02-05,2022-07-13,GR
3612846442,7237867261,Male,1951-11-22,6,5,1,2,5,2022-01-31,2022-04-18,TH
0897491149,5761052598,Male,1975-01-24,1,1,3,2,4,2022-02-22,2022-06-05,RU
2488576778,3021705219,Male,1982-05-12,10,5,2,2,3,2022-01-25,2022-04-05,PH
1671192087,3847445111,Female,1954-06-01,4,5,3,0,3,2022-02-20,2022-05-21,US
6323651378,8114662867,Female,1976-09-09,4,0,1,0,3,2022-02-03,2022-07-31,PL
6573663225,7785559562,Female,1963-01-25,3,3,3,0,0,2022-02-02,2022-04-30,NZ
1556076010,7350871430,Male,1974-02-01,5,3,3,0,1,2022-01-31,2022-04-22,ID
3723382088,0298705206,Male,1996-11-21,7,3,5,0,0,2022-01-30,2022-07-02,CU
5191591291,9401757127,Female,1969-11-02,2,4,4,3,3,2022-02-10,2022-04-12,CN
7658484598,1836329687,Male,1990-07-17,7,5,5,3,4,2022-02-07,2022-06-02,BR
5075422837,3444691475,Female,1998-11-27,9,4,5,1,0,2022-01-27,2022-08-06,CN
8117448327,6027753358,Male,1991-10-05,2,1,0,1,4,2022-02-13,2022-04-29,ID
7644901949,5836020183,Male,1966-09-07,10,5,0,2,4,2022-02-16,2022-08-04,AR
1423770382,8796352981,Female,1993-06-13,5,2,0,2,1,2022-02-22,2022-05-18,ID
3192925205,0018272630,Female,1977-05-11,4,4,2,3,3,2022-01-22,2022-04-17,CN
3906719650,9921683136,Female,1954-08-03,1,1,3,3,3,2022-02-13,2022-07-31,CN
8532129927,0656400455,Male,1962-04-09,4,2,5,3,0,2022-01-30,2022-04-10,VE
6086124329,4662788781,Female,1952-06-12,6,1,4,2,0,2022-02-12,2022-06-04,MA
9961617894,6615200988,Male,1998-02-18,2,4,4,2,4,2022-02-22,2022-04-12,JP
8326032654,0165951273,Male,1972-10-09,8,4,3,2,2,2022-01-21,2022-07-01,DO
5775020952,5400735959,Male,1975-10-13,7,5,5,3,5,2022-02-19,2022-04-24,SE
1772613002,1317733142,Female,1986-08-09,2,1,0,3,5,2022-02-05,2022-07-11,JP
1931042128,5403710906,Male,1971-03-08,2,3,4,3,3,2022-02-12,2022-05-11,TH
7646308838,4709904006,Female,1956-05-07,0,1,4,0,4,2022-01-23,2022-07-16,RU
8511532684,1448871573,Female,1983-07-30,0,5,1,1,4,2022-02-24,2022-06-06,MN
8681784625,6004041726,Female,1967-01-13,9,0,0,3,2,2022-01-23,2022-04-17,ID
8321031897,9245348997,Female,1962-08-24,0,0,1,3,5,2022-01-28,2022-07-14,CN
5078317880,8516254674,Female,1981-12-19,7,1,2,2,4,2022-01-29,2022-08-09,BF
8463862101,4902342537,Male,1961-04-17,9,1,4,3,4,2022-02-24,2022-04-24,CU
1783555718,2192925050,Male,1984-11-06,4,1,5,0,3,2022-01-20,2022-07-27,PH
3829991835,3530433705,Female,1995-05-21,5,0,0,1,1,2022-02-06,2022-05-27,TZ
9010474690,3184595471,Female,1969-08-04,1,5,4,0,3,2022-01-31,2022-05-29,JP
4279207143,7723183062,Female,1986-12-02,4,3,2,1,1,2022-02-24,2022-04-18,CN
2059554314,9579783918,Female,1958-03-19,5,3,1,3,2,2022-02-18,2022-08-01,ID
7487962873,1001206169,Female,1997-07-14,8,5,5,1,1,2022-02-18,2022-07-01,CN
9348802690,3679536925,Female,1957-07-10,0,5,3,2,5,2022-01-21,2022-07-20,RU
9163031566,5741559840,Female,1973-02-23,4,3,2,1,5,2022-02-20,2022-04-26,FI
1817411357,3562091761,Female,1997-12-03,9,0,3,0,1,2022-02-06,2022-06-23,CN
5189407527,4559652821,Male,1955-01-17,9,3,2,3,4,2022-02-22,2022-06-15,ES
1118391403,0890964920,Male,1969-05-07,3,1,4,2,5,2022-01-20,2022-05-29,CA
3459216646,6418245970,Male,1956-07-14,7,1,5,3,4,2022-02-24,2022-04-23,BR
9249496087,3488257800,Male,1965-12-06,6,2,5,1,5,2022-02-22,2022-08-08,CU
5463348030,4081812993,Female,1963-01-16,2,2,5,1,2,2022-01-25,2022-06-15,GR
0001437895,3066280632,Male,1954-08-28,5,2,1,3,2,2022-01-30,2022-04-09,SE
8875291829,4626135862,Female,1951-05-27,2,3,5,1,3,2022-02-10,2022-08-11,VN
3199095534,0394547306,Male,1996-05-24,9,3,1,1,4,2022-01-30,2022-07-17,TH
9381514984,5819852613,Male,1963-03-30,1,3,4,0,4,2022-01-28,2022-07-25,ID
2496424515,9841610434,Female,1988-02-14,0,0,2,3,2,2022-02-18,2022-04-11,ID
4241031307,6156894578,Female,1999-01-22,10,2,3,3,4,2022-02-02,2022-06-16,ID
7620771530,4951341476,Female,1990-04-21,3,1,5,2,2,2022-02-10,2022-06-25,CN
5357326053,4403464394,Male,1982-03-11,5,5,0,1,1,2022-01-26,2022-04-19,NG
1109161727,9009141721,Female,1999-08-17,9,2,3,0,3,2022-02-07,2022-04-23,CN
0658946544,7291034353,Male,1983-10-08,8,0,1,2,5,2022-01-21,2022-08-05,CN
1153827964,3762771871,Male,1973-02-26,5,5,3,1,4,2022-02-09,2022-07-17,BF
4566135764,3004546841,Male,1998-04-22,6,3,3,2,1,2022-01-20,2022-06-22,IR
1239308116,8356105641,Female,1952-07-15,2,2,4,0,4,2022-01-31,2022-06-23,PS
7954757641,8639633118,Male,1976-08-01,10,5,4,2,4,2022-01-20,2022-07-19,MZ
5995242202,1089969252,Male,1957-10-28,5,1,5,1,5,2022-02-20,2022-04-18,ID
1202799760,6570251996,Male,1984-07-06,10,5,3,1,0,2022-02-16,2022-06-05,NL
8868460335,6648574224,Female,1960-03-10,2,3,0,3,5,2022-01-30,2022-07-10,CD
6713361420,0511619030,Male,1966-05-04,10,3,4,2,1,2022-02-14,2022-05-22,SA
8326014192,9449458936,Female,1992-07-23,0,5,5,1,4,2022-02-14,2022-05-07,PH
3973626472,6373797724,Female,1976-09-26,9,4,5,1,2,2022-02-10,2022-04-14,SE
1998132382,1051154855,Female,1977-08-23,0,0,2,3,5,2022-02-10,2022-05-14,PL
3550585306,6052581166,Male,1999-05-05,1,5,4,0,4,2022-02-14,2022-07-12,UA
9906521767,0565948016,Male,1976-08-21,3,3,5,3,5,2022-02-16,2022-07-05,CN
5161592907,4817487259,Male,1958-07-01,5,2,1,2,3,2022-02-22,2022-05-05,JP
3567171089,2551620341,Male,1952-03-13,10,0,4,0,0,2022-01-25,2022-05-23,PE
7552875496,3919640667,Female,1990-06-17,1,2,4,2,4,2022-02-03,2022-08-04,ID
3158728087,0459479717,Female,1968-12-16,0,4,4,2,4,2022-02-14,2022-08-03,LT
9643474194,8447290271,Female,1981-12-22,7,0,3,2,5,2022-02-12,2022-05-18,PT
9928291640,3154335013,Male,1955-03-19,0,0,4,1,1,2022-01-20,2022-04-09,PK
7384828333,2477480960,Female,1998-10-01,3,1,4,0,0,2022-01-22,2022-05-09,AR
7382151980,1334025479,Female,1984-02-15,0,4,0,3,0,2022-01-30,2022-05-18,PH
4262540758,1772701696,Female,1991-07-23,7,0,1,0,4,2022-01-21,2022-07-23,CN
1772721298,1790069580,Female,1958-03-28,2,1,1,0,4,2022-02-15,2022-07-10,MX
5086007623,7964639374,Male,1951-09-11,0,5,3,2,2,2022-02-18,2022-06-27,PH
