_id,category,childFriendly,description,title
5cebf2909ce7720001f2d1c7,pubAndRestaurants,false,"Depuis que ma famille et moi avons déménagé dans le quartier où je suis devenue super hôte Airbnb, j’ai découvert qu’il y avait beaucoup de bistrots et restaurants où bien manger et passer un bon moment. J’apprécie particulièrement un petit bistrot français tout près de chez moi où la cuisine et le service sont très soignée avec une ambiance familiale et convivial. C’est pourquoi nous y retournons souvent et que je le conseil à tous mes hôtes qui désirent bien manger «à la française» dans le quartier, peut être le soir de leur arrivée ou après une long journée de travail ou de tourisme. J’ai eu un hôte américain qui a passé une dizaine de jours chez moi pour visiter Paris et ses alentour en vélo et qui rentrait bien fatigué le soir. Après avoir lui donné la liste de mes suggestions de restaurants dans le quartier donc, il commença par le premier : L’insoumise. Il y retourna tous le soir tellement il avait été bien traité et car il était un estimateur de bons vins et des produits frais; il n’arrêtait pas de me remercier pour lui avoir indiqué ce restaurant où on peut manger de plats faits maison par le Chef qui prépare la carte au gré du marché et en alliant créativité et tradition. Je n’hésite donc pas à continuer le conseiller et à y retourner moi même.","L'insoumise"
5ceba97e13d3ef00011b19e8,shops,false,"Une petite fromagerie avec une belle variété de fromages, presque tous au lait cru, et quelques produits du terroir. Ambiance décontractée et sympathique, c'est ma fromagerie préférée !",Fromages et Ramage
5cebe90c9ce7720001f2d1a8,pubAndRestaurants,false,Ce restaurant a ouvert il y a quelques mois et propose une cuisine extrêmement raffinée à des tarifs très raisonnables. De plus il se situe juste en face de chez moi !,La Traversée
5d51d252aed012000153fcb1,pubAndRestaurants,false,French,ORRERY
5cebb355c04d820001c27599,shops,false,"super épicerie italienne :
 - sandwich
 - charcuterie
 - fromage
 - et même traiteur maintenant !
 dans le meilleur quartier de Paris !!!",Capri Bazar
5cebb9899ce7720001f2d156,shops,false,"Comme son nom L’indique, chez Gédetou on trouve de tout. Il s’agit là sûrement de l’épicerie la mieux achalandée de la capitale. Les vendeurs sont sympathiques et serviables. Les deux boutiques sont quasiment mitoyennes et proposent un éventail extra large de condiments, confiture sucreries, poissons fumés... C’est l’épicerie rêvée pour découvrir les produits variés du terroir Français. Les restaurateurs Du quartier ils font leurs courses.",G. Detou
5cfa2f01d0e1be0001d87149,pubAndRestaurants,false,,Restaurant VIA ROMA
5d2ba497eb45f900013aba3a,pubAndRestaurants,false,comfort food,JM CURLEY
5d3a0aeeaed012000153fb87,pubAndRestaurants,false,Modern british,PIDGIN
5cebb51dc04d820001c275a6,shops,false,"The shop has good organic products.
I always put forward organic products to my guests, I feel Airbnb should do more regarding organic food and products. I suggedt an organic label?",The Bioshop
5cfa2874d0e1be0001d87127,pubAndRestaurants,false,,Twist Avenue
5d3a0c05aed012000153fb8b,pubAndRestaurants,false,British,THE GILBERT SCOTT
5cebb5ef9ce7720001f2d150,pubAndRestaurants,false,"Hind est la fée qui règne sur les Pitchettes, petite cantine de mon quartier. Elle prépare chaque jour un plat unique aux saveurs incomparables, d’inspiration Méditerranéenne et un bol végétarien aux mille ingrédients. Mais il faut absolument garder un peu de place pour les incroyables gâteaux qu’elle nous concocte et qui trônent au dessus du bar. Les habitués du quartier s’y pressent chaque midi et si Hind ne parle pas très bien anglais, tous les voyageurs de part le monde, américains, coréens, japonais à qui je conseille de s’y rendre trouvent toujours un voisin de table prêt à décrire un gâteau, expliquer le menu et faire la conversation. Un souvenir toujours inoubliable pour ces voyageurs et une expérience parisienne unique dans ce quartier où les touristes ne vont pas!",Les Pitchettes
5cebbcc89ce7720001f2d16d,pubAndRestaurants,false,"Ma cantine, la meilleure pizza de la région, que des produits frais, choisis, un véritable Italien en plein Coeur du 18ème.!! Pino est sa famille sont devenu ma famille...!!!",Rossini
5cec03cd9ce7720001f2d24c,pubAndRestaurants,false,Restaurant israélien à Paris. Existe depuis 7 ans. Un vrai délice. Un mélange de saveurs et plaisirs.,Miznon
5cfa244ad0e1be0001d87112,shops,false,,La boucherie de la Pointe-Rouge
5d30daadeb45f900013aba5c,pubAndRestaurants,false,steakhouse,BALTAIRE RESTAURANT
5cfa29c7d0e1be0001d8712d,pubAndRestaurants,false,,Le Belleville sur Mer
5cfa2d41d0e1be0001d8713d,shops,false,,Epicerie Chez Reda
5d377ea4eb45f900013abaec,pubAndRestaurants,false,British Modern european,THE MAYFLOWER
5d377f36eb45f900013abaed,pubAndRestaurants,false,pub,THE CARPENTERS ARMS
5d3a0ab6aed012000153fb86,pubAndRestaurants,false,British European,RNERS TAVERN
5d474cf0aed012000153fc9a,pubAndRestaurants,false,British,PEYTON & BYRNE - GREAT PORTLAND STREET
5cebb28ec04d820001c27593,shops,false,Des sandwichs très généreux à personnaliser et pas cher avec un patron atypique très accueillant et qui a toujours le mot pour rire.,Alain Miam Miam
5cec014f9ce7720001f2d234,pubAndRestaurants,false,"Soul kitchen est un tout p'tit peu excentré du Montmartre touristique, c'est ce qui fait son charme ! Le cadre est agréable, les produits sont frais et de saison, les plats sont inventifs et savoureux ! C'est aussi un lieu très agréable pour prendre le gouter l'après-midi !",Soul Kitchen
5d43f03aaed012000153fc51,pubAndRestaurants,false,,Les Graines Sauvages
5d43f154aed012000153fc59,shops,false,,Epicerie Domergue
5d51d9d5aed012000153fcc8,pubAndRestaurants,false,British Russian,BOB BOB RICARD
5cd0005e2c1ae724c6827e89,transports,false,,Gare
5cebbd469ce7720001f2d171,pubAndRestaurants,false,"C'est une restaurant indien typique qui est végétarien en plus ! On peut y déguster des mets indiens délicieux, pas cher et avec un service très agréable !",Krishna Bhavan
5cebc20c9ce7720001f2d191,shops,false,Toujours de très bons produits- Frais et Bio.,Le palais du Fruit
5cebaa68c04d820001c27558,pubAndRestaurants,false,"C'est un restaurant de cuisine française où l'ambiance et la carte proposée est de qualité constante, avec un service assuré en français et en anglais de façon très agréable. J'ai pu y envoyer de nombreux guests les yeux fermés...",Le Cap
5cebb9e99ce7720001f2d159,pubAndRestaurants,false,"Il s'agit d'un super restaurant parisien, les plats sont tous fais maisons l’ambiance et conviviale et familiale. Bon service, et plats copieux.",La biche aux bois
5cee699b6e970d000122dd68,pubAndRestaurants,false,,Au monde gourmand
5cebfa059ce7720001f2d1f7,pubAndRestaurants,false,"This is our local café restaurant where you can go and work with your computer in the morning over a crème or have a delicious lunch or dinner, and excellent wine. From morning to night this is the place I always recommend in our neighborhood. Open 7 days a week.",Le Verre Siffleur
5d43ef43aed012000153fc48,pubAndRestaurants,false,,"Le P'tit Bar"
5ccffcbe2c1ae724585a6f34,transports,false,,Gare 
5cebae3dc04d820001c27572,shops,false,"La Fromagerie Danard est une cave à vin et une fromagerie en même temps. Les deux gérants, Altan et Galina font toujours le maximum pour me faire découvrir de nouveaux produits, même si je viens très souvent. C'est une toujours une aventure et je n'ai jamais été déçue !",Fromagerie Danard
5cebae86c04d820001c27574,shops,false,Grande variété de produits bio!,Bien l’épicerie
5cebfa219ce7720001f2d1f8,pubAndRestaurants,false,"Le paris-feni est un restaurant où les plats sont faits maison et dans la tradition de la gastronomie du Bengladesh. Tous les plats sont faits avec des produits frais. L’ambiance Y est chaleureux et agréable, les serveurs sont adorables. Le rapport qualité prix est excellent !",Le Paris-Féni
5d32304eeb45f900013abaaa,pubAndRestaurants,false,"Casual Italian dining & a big wine list
",ACANTO
5d377e54eb45f900013abaeb,pubAndRestaurants,false,modern British,PARADISE BY WAY OF KENSAL GREEN
5cebb60c1fedf300017184a8,shops,false,"Pour voyager en France à travers son terroir, sans quitter les rue de la capitale, cette boulangerie propose une sélection de pains, de brioches généreuses, et bien sûr le fameux Bretzel de Strasbourg, tout droit sorti du four, qui enivre la rue des l'aube. Un début de séjour réussi et un voyage qui commence dès le petite déjeuner,",La Boulangerie Benoit Maeder
5cfa22ebd0e1be0001d87107,shops,false,,Librairie Pantagruel
5cfa2aaed0e1be0001d87133,pubAndRestaurants,false,,Toinou
5cfa2d7cd0e1be0001d8713f,shops,false,,La cave de Baille
5d40ad2eaed012000153fc36,shops,false,très bon pain ,boulangerie carbonnier 
5cfa2532d0e1be0001d87116,shops,false,,Les buvards
5d2ba72feb45f900013aba40,pubAndRestaurants,false,American ,ARTISAN BISTRO
5cebaf92c04d820001c2757c,pubAndRestaurants,false,"Tout est parfait la bas. Restaurant italien avec une qualité exceptionnelle, des prix raisonnables et un service parfait !",Via del Gusto
5cb8c7012c1ae71a7304e360,transports,false,,COLLIERS WOOD TUBE STATION
5ccffc142c1ae724585a6f31,health,false,,"pharmacie de l'aéroport"
5cebbd969ce7720001f2d173,shops,false,"Les vraies boulangeries artisanales se font rares : ici tout est fait maison, donc le choix est limité car qualitatif. J'adore pouvoir manger du bon pain fait dans les règles de l'art.",Du pain et des idées
5cebdb079ce7720001f2d1a5,pubAndRestaurants,false,,THINK COFFEE
5cebff2c9ce7720001f2d224,pubAndRestaurants,false,"Brahim le propriétaire est un homme exceptionnel qui sait mettre en avant l'hospitalité méditerranéenne et se plié en 4 pour faire passer des moments Inoubliables à ses clients.",Les saveurs du Maroc
5cebb96c9ce7720001f2d155,shops,false,amazing pastries and a very friendly staff! the best pain au chocolat and croissants that you can find in Paris!,Yann Couvreur pâtisserie
5cebbd789ce7720001f2d172,pubAndRestaurants,false,"Je donne systématiquement la carte de visite du Le Café le Carré Élysées à TOUS MES GUESTS, car il y a surtout des restaurants asiatiques et italiens dans mon quartier et ces touristes étrangers souhaitent goûter à la VRAIE cuisine française mais sans se ruiner. Ce ""bistrot"" a un chef exceptionnel avec des plats du terroir, bien servis à des prix imbattables. en plus l'accueil est d'un gentillesse remarquable. Tous mes guests airbnb étaient ravis !",Café Le Carré Élysée
5cebf0429ce7720001f2d1b6,shops,false,,DOMINIQUE ANSEL BAKERY
5d277b12219fd40001a86b81,pubAndRestaurants,false,french,Le Bernardin
5d38cafbaed012000153fb76,pubAndRestaurants,false,Pizzéria,La Picoterie
5ceaa55207b9eb0001fcac44,pubAndRestaurants,false,,Del Papa
5cebb39bc04d820001c2759b,pubAndRestaurants,false,"Petit café-restaurant-bar situé sur les quais, j'aime le conseiller à tous les voyageurs ainsi qu'à tous mes amis qui viennent me rendre visite.
La déco y est atypique, c'est comme une maison, on peut même y boire un verre en tête à tête dans une baignoire.
Les mets sont faits maison, on y mange sainement, dans un cadre magnifique et c'est sacrément bon. Pour le café, y travailler, l'apéro ou le goûter, le lieu est parfait à toute heure de la journée. Jeux de société en libre service, wifi, on peut y rester des heures sans s'en rendre compte !",Le pavillon des canaux
5cebb4dec04d820001c275a4,shops,false,"Je conseille ce fromager à mes voyageurs car le fromage c’est pour moi un des symboles de la France.  Le patron est vraiment gentil et les voyageurs sont très contents de découvrir des fromages.
 De plus on peut y louer des appareils à Raclette!",La Fermette
5cebfdca9ce7720001f2d21f,pubAndRestaurants,false,"Ptits déjeuners sympathiques tous les matins que possible avec sourires aux arrivées et aux départs.
 Bons petits plats au menu, tant pour le déjeuner que pour le dîner et particulièrement les fruits de mer.
 Service efficace et rapide et des prix tout à fait corrects.
 Que peut-on attendre de plus d’un bon restaurant très proche de chez soi.",Brasserie “Le Suffren”
5d277e1a219fd40001a86b84,pubAndRestaurants,false,french,Daniel
5d323890eb45f900013abab7,pubAndRestaurants,false,"Japanese pub with small plates & ramen
",IZAKAYA MITA
5d30e53ceb45f900013aba76,pubAndRestaurants,false,"Refined Italian fare in a chic setting
",DRAGO CENTRO
5d51d843aed012000153fcc2,pubAndRestaurants,false,Modern european,OSCAR RESTAURANT & BAR
5cebf2b49ce7720001f2d1c8,pubAndRestaurants,false,"Ce petit restaurant niché dans le village de la butte aux cailles propose de la cuisine maison du Sud Ouest, atmosphère cantine, salades et plats énormes en quantité généreuse et de qualité, à l’image du staff, un endroit où bien boire et bien manger sur des grandes tables entre amis, pour rencontrer de nouveaux amis !",Chez Gladine
5cebf46d9ce7720001f2d1d1,pubAndRestaurants,false,"Ma famille est dans le quartier depuis avant la révolution. Et déjà mes ancêtres allaient à cet endroit, qui était alors un estaminet tenu par un cabaretier venant du Roussillon, d'où son nom.
 C'est donc une affaire de famille.
 De plus c'est un bon restaurant, avec une spécialité de moelle sur pain toasté très difficile à trouver de nos jours.",Le Roussillon
5cec0f719ce7720001f2d257,shops,false,"Petite boutique de vente en vrac et de produits frais locaux (ce qui correspond très bien à ma manière de consommer.
Accueil très sympathique : café et sourire !",A vos bocaux
5d51cd33aed012000153fcac,pubAndRestaurants,false,French,"L'AUTRE PIED"
5cebb9519ce7720001f2d154,shops,false,Tout est délicieux dans cette pâtisserie . Les gâteaux sont des œuvres d’art.,Pâtisserie Sébastien Degardin
5cebff079ce7720001f2d223,pubAndRestaurants,false,Ce commerçant vend en direct des produits bio ou non bio de 6 fermes de la région Parisienne. Magnifiques produits pour un prix très raisonnable au 28 rue Daguerre,Au bout du champ
5cecfcd86e970d000122dd55,pubAndRestaurants,false,,MOMOFUKU 
5d2e3f89eb45f900013aba4d,pubAndRestaurants,false,,Le Socrate
5d3a0d6aaed012000153fb90,pubAndRestaurants,false,Modern europeanBritish,TYPING ROOM
5d51d95faed012000153fcc6,pubAndRestaurants,false,French,SEVEN PARK PLACE BY WILLIAM DRABBLE
5cebb448c04d820001c275a0,pubAndRestaurants,false,"Superbe Cocktail Club trendy, et parfois hypster.
Architecture et décoration très réussie.
Cocktail de signature.",Lockwood
5cec00899ce7720001f2d22c,pubAndRestaurants,false,"C'est un restaurant plein de charme et typique, avec des chaises en bois et une déco ancienne, il est chaleureux et accueillant. J'ai pris l'habitude de m'y installer pour travailler et y faire plusieurs rdv!",Scossa
5d322d86eb45f900013abaa2,pubAndRestaurants,false,"Seasonal Mexican small plates
",CHILAM BALAM
5d37805beb45f900013abaf1,pubAndRestaurants,false,thai restaurant,THE CHURCHILL ARMS
5cebf48e9ce7720001f2d1d2,shops,false,Le pain et les viennoiseries sont excellentes. Petites tables dehors on peut déguster un café ou sandwich au soleil ?? Et il a une tarte au beurre salée à tomber par terre. Le plus: Les prix sont pas exorbitants,Boulangerie Privat
5cec00c89ce7720001f2d22f,shops,false,"La boulangerie Huré c’est :
 - la tradition française avec le meilleur pain de Paris,
 - la boulangère toujours souriante et soucieuse de savoir comment on va
 - mes guests qui me disent que la boulangerie Huré va leur manquer et qu’ils reviendront pour sûr manger de délicieuses baguettes et viennoiseries.
 La boulangerie Huré c’est à la fois la tradition française et les plaisirs de la vie de quartier.",Boulangerie Huré
5cebffe79ce7720001f2d22a,shops,false,Produit et cosmétique bio,Vegan Mania
5d30dd1deb45f900013aba64,pubAndRestaurants,false,"Lounge-like bar & New American eatery
",WOODLEY PROPER
5cebbc9f9ce7720001f2d16c,pubAndRestaurants,false,Un café populaire et authentique.,La Vielleuse
5ceba9f1c04d820001c27555,pubAndRestaurants,false,"La vraie Italie !! La bonne franquette par excellence ! Si vous souhaitez un service haut de gamme, passez votre chemin. Par contre, si vous souhaitez être comme chez vous avec les amis, c'est génial. Nous on adore !",Premiata Drogheria Di Meglio
5cebbe6d9ce7720001f2d178,pubAndRestaurants,false,"Always a Parisienne ambience at any open hour that they are open, giving every customer that ‘local’ feel..",St Regis Cafè
5cebfcdd9ce7720001f2d218,shops,false,"L’épicier Ô Divin vend tous mes produits préférés en charcuterie, triperie, épicerie et vins naturels, tous de grande qualité. Ils se fournissent auprès de petits artisans exigeants et qui perpétuent un savoir faire traditionnel. Particulièrement recommandés : les rillons et les tentacules de poulpe !",Épicerie Ô Divin
5cec059c9ce7720001f2d250,shops,false,"Ce caviste, qui est aussi restaurateur nous accueille chaleureusement avec une carte des vins magnifique et une cuisine très simple mais absolument savoureuse. Les conseils de dégustation, la gentillesse et l'écoute sont bien là. Le lieu est très joli, comme une petite place avec des bacs fleuris, tout est ravissant! Je recommande cet endroit à mes invités et je le fréquente moi aussi avec grand plaisir!",Comestibles et Marchand de Vin
5cfa21f8d0e1be0001d87101,shops,false,,La Route des Vins
5cfa2caad0e1be0001d8713a,shops,false,,Chez ADELE
5d323115eb45f900013abaac,pubAndRestaurants,false,"Buzzy, informal New American kitchen
",ROISTER RESTAURANT
5cebab6cc04d820001c2755e,shops,false,"Je vais souvent chercher mon pain, des croissants ou encore des desserts dans cette boulangerie qui est la meilleure du quartier. Les propriétaires sont sympathiques. Mes hôtes étrangers pour qui le croissant est une institution, me remercient de leur avoir donné cette adresse.",La boulangerie Festival des pains
5cebf6f19ce7720001f2d1e1,pubAndRestaurants,false,"C’est un petit restaurant thai et cambodgien juste en bas de chez moi c’est une petite entreprise familiale, la mamie y cuisine depuis plus de 30ans! Les plats sont exquis, à déguster sur place ou à emporter. Je le conseille toujours aux hôtes airbnb que j’accueille qui adorent!",Chez Joy
5cebae68c04d820001c27573,shops,false,"J'ai découvert cette mignonne boulangerie/pâtisserie juste à côté de chez moi il y a quelques années dans le Marais près du Carreau du temple. C'est une famille qui détient ce commerce, le père et la mère font le pain et les pâtisseries, et la jeune fille sert chaque client avec beaucoup d'attention et toujours avec le sourire. Les pâtisseries et desserts sont excellents, faits avec passion et amour. A gouter, le fondant au chocolat et le riz au lait ! Ils ont des confitures maison divines, à ne pas manquer également.",Le loup Gourmand
5cebf1029ce7720001f2d1bd,pubAndRestaurants,false,"Meilleur burger de Paris
Pas cher
Cuisinier trop sympa qui adorent qu'on les remercient dans toutes les langues.",Le ruisseau burger
5cfa2dcdd0e1be0001d87141,shops,false,,Boulangerie Les mains libres
5d32361feb45f900013abab2,pubAndRestaurants,false,"Cozy Eurpoean-inspired American bistro
",VINCENT
5ceba94f13d3ef00011b19e7,shops,false,"Difficile de définir ce commerce de bouche, on y trouve un éventail varié du meilleur de nos terroirs allant du foie gras au fromage en passant par les vins, le saumon, les conserves etc... En tout cas, des produits de grande qualité à des prix très abordables dans un décor à la fois suranné et raffiné.
Un bar et quelques tables permettent de déguster sur place dans une ambiance sympathique. Je ne connais personne qui soit déçu.",Le comptoir de la gastronomie
5cebab1dc04d820001c2755c,shops,false,"Je toujours amusant de recommander aux voyageurs de se rendre à Utopie, au coin de la rue. Je sais qu’ils ne seront jamais déçus.
Ils découvriront à travers la vitrine, les couleurs de leurs sublimes pâtisseries, leurs sandwichs au pains noirs ou au thé verts. En passant la porte ils rencontreront une
atmosphère Chaleureuse et la passion de ceux qui y travaillent.
Ils pourront choisir une traditionnelle baguette ou un croissant ou bien s’aventurer vers quelques chose de plus creatif.",La boulangerie Utopie
5cebf9e99ce7720001f2d1f6,shops,false,"Je cherchais un magasin bio véritablement engagé dans la lutte écologique pour la préservation de notre planète .
Voilà je l'ai trouvé
L'accueil est très chaleureux et les produits plus abordables.",Canal Bio - Biocoop
5cfa22cbd0e1be0001d87106,pubAndRestaurants,false,,La brasserie de la Plaine
5cfa236ad0e1be0001d8710b,pubAndRestaurants,false,,coffe in the wood
5d3a0896aed012000153fb7f,pubAndRestaurants,false,British and modern European cuisine,THE GLASSHOUSE
5d2780c4219fd40001a86b8a,pubAndRestaurants,false,Italian,SCALINI FEDELI
5d322a9beb45f900013aba9b,pubAndRestaurants,false,"Chic, airy Mediterranean eatery & bar
","BERNIE'S LUNCH & SUPPER"
5cebb0f2c04d820001c27587,shops,false,"Mamiche c'est plus qu'une boulangerie jeun's de quartier, c'est ton coach happyness à la Française. Si tu as l'immense privilège d'habiter en face (comme moi et mes adorables visiteurs) tu connais les heures où la baguette tradi sort du four, l'arrivée de la dernière tournée de cookie de folie ou de choux à la crème de rêve. Le sourir, l'humour full gluten pour le plus grand bonheur des gens du quartier, antre autres ! Petit plus, l'équipe toujours de bonne humeur parle English easy!
 Un pain au chocolat et un pain Babka renversants qui changent ta vie à jamais. L'immanquable c'est la viennoiserie du samedi matin que tu va chercher avant 11h pour préparer le meilleur petit dej au lit du monde. Sans oublier les goûters après la longue balade à Montmartre avec les irrésistibles financiers ou le dwish marquereau avant de prendre un train/ avion. Bref, la boulangerie nouvelle génération est dans ma rue au coeur du 9ème arrondissement, je ne déménagerai JAMAIS et elle a conquis TOUS mes convives.",Mamiche
5cec037e9ce7720001f2d248,pubAndRestaurants,false,"Nice place to have a drink , to stay , to work , to read, to share a lunch or a breakfast. Traditional Parisian Brasserie . A must",Café Bullier
5cfa2b30d0e1be0001d87136,shops,false,,Les Pissenlits
5d322c6eeb45f900013abaa0,pubAndRestaurants,false,"Colorful Mexican kitchen with BYOB
",5 RABANITOS RESTAURANTE & TAQUERIA
5cebb10bc04d820001c27588,shops,false,"Avec des produits innovants mais qui conservent ce gout d'antan, Pauline est simplement la meilleure boulangerie que je connaisse dans le 19ème arrondissement de Paris!",Boulangerie Pauline
5cebf0df9ce7720001f2d1bb,shops,false,"Boulangerie remplie d'originalité et de finesse, a deux pas du canal! Une merveille pour les sens :-)",Boulangerie Chez Pauline
5cebf7ed9ce7720001f2d1e8,shops,false,"Après avoir récolté 40 000 € auprès d'internautes, un jeune trentenaire réalisait son rêve : ouvrir une boutique atelier où sont fabriqués et affinés des fromages réalisés à partir de lait bio de vache, de chèvre et de brebis.
 Une première dans la capitale !
 Du fromage made in Paris, made in Barbès/Marcadet !
 Juste derrière chez moi !
 Et c'est un régal ! Le brie aux dattes et le Saint Marcelin font partie de mes préférés...",La Laiterie de Paris
5cebc31c9ce7720001f2d19a,shops,false,"C'est un lieu convivial où l'on peut acheter des bières artisanales et des produits locaux o peut aussi consommer sur place",Le Barbylone
5d30e991eb45f900013aba7f,pubAndRestaurants,false,"New American bakery & pizzeria
",MILO & OLIVE
5d322a4aeb45f900013aba9a,pubAndRestaurants,false,"Asian-influenced plates in funky digs
",MOTT ST
5d51d336aed012000153fcb4,pubAndRestaurants,false,European Scandinavian,TEXTURE RESTAURANT
5cebc2db9ce7720001f2d198,pubAndRestaurants,false,"Il sont là, sans prétention, attentifs, à l'écoute, le plat du jour est toujours délicieux et abordable, et le soir, l'ambiance est au rendez vous avec des cocktails parfaitement dosés ",Le petit Gorille
5cebf4e99ce7720001f2d1d5,shops,false,"C'est un fromager que j'ai toujours connu depuis les 27 ans que j'habite le quartier il m'avait été conseillé par ma belle Mère aujourd'hui décédée les fromages l'accueil sont un régal et à chaque fois me plongent dans un sentiment d'éternité.",Fromagerie boursault
5cebfaf09ce7720001f2d1ff,pubAndRestaurants,false,"En face de notre logement, au 16 rue Princesse, dans une rue très jeune et animée, le meilleur boeuf bourguignon de Paris que je demande toujours avec du riz. Allez-y à midi pour être soignés aux petits oignons de ma part, François.","Le Bistrot d'Henri"
5d3779abeb45f900013abae1,pubAndRestaurants,false,Modern european,LAMBERTS
5cb8cef62c1ae71a7304e364,shops,false,,BROADWAY OPEN MARKET
5cebf0039ce7720001f2d1b4,pubAndRestaurants,false,"offers two things: curry rice and donburi. This is a marvelous place to eat the best curry in Paris. The decor was mix and match of simple chairs and stacks of boxes, there are 5 tables and you will certainly wait a little.",Pontochoux
5d51d6b6aed012000153fcbf,pubAndRestaurants,false,French,LA PETITE MAISON
5cfa26cad0e1be0001d8711f,shops,false,,Droguy Market
5ceaa34807b9eb0001fcac42,pubAndRestaurants,true,,Le Crabe Marteau
5cec102f9ce7720001f2d25d,pubAndRestaurants,false,Restaurant bar qui travail avec des produits bio de notre région qui les transforment en de bon plats pas cher ! Une équipe vraiment sympa lieu chaleureux avec un choix de bières vraiment intéressants. Le tout à 3 min à pied de chez nous !,Le cirque
5cfa26fbd0e1be0001d87120,shops,false,,Le Bar à Pain 18
5d277efd219fd40001a86b86,pubAndRestaurants,false,new french cuisine ,JEAN-GEORGES
5cebb5cc9ce7720001f2d14f,shops,false,"Je pense qu'il s'agit de la meilleure fromagerie de Paris et elle est à 100 mètres de la maison. Tout est délicieux et y aller est un peu visiter tous les terroirs de la France depuis la rue de Sèvres.",Fromager QuatreHomme
5cfa2c68d0e1be0001d87138,shops,false,,la dolce vita
5ce5766ccdfd7f00017183fd,pubAndRestaurants,false,,Le clos Saint-Marc
